Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Witherhoard,2357297366,"""6917529260790012755""",,Exotic,Grenade Launcher,,KineticSlot,Kinetic,1810,,Handling,10,Vault,true,false,3,11,,100,84,0,0,12,5,12,68,90,33,6,100,0,0,0,0,0,0,0,0,0,6,false,0,1309,,,,Primeval's Torment*,Countermass*,Black Powder*,Break the Bank*,Composite Stock*,Kill Tracker,Witherhoard Catalyst*,,,,,,,,
The Steady Hand,2220884262,"""6917529261575374271""",,Legendary,Hand Cannon,ironbanner,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,4,12,,85,75,92,65,14,0,0,45,120,30,8,30,0,0,0,0,0,0,0,0,0,10,false,0,108,,,,Aggressive Frame*,SteadyHand HCS*,HitMark HCS,High-Caliber Rounds,Ricochet Rounds*,Quickdraw*,Swashbuckler*,Crucible Tracker,Targeting Adjuster*,Masterworked: Reload Speed*,Gift of the Nine*,,,,
Adored,4184808992,"""6917529263921854207""",,Legendary,Sniper Rifle,ritual-weapon,Energy,Arc,1600,,Stability,10,Vault,true,false,4,12,,77,73,70,70,45,0,0,56,90,38,4,47,0,0,0,0,0,0,0,0,0,2,false,0,84,,PvP,,Adaptive Frame*,Hammer-Forged Rifling*,Accurized Rounds*,Triple Tap,Killing Wind*,Vorpal Weapon,Snapshot Sights*,Crucible Tracker,Targeting Adjuster*,Masterworked: Stability*,Conflagrate*,Rubicund Wrap (Ornament)*,,,
Ticuu's Divination,3260753130,"""6917529266386072281""",,Exotic,Combat Bow,,Energy,Solar,1806,,,10,Hunter(1772),false,false,4,13,,60,79,68,0,18,0,0,62,0,60,0,66,0,580,47,0,0,0,0,0,0,23,false,0,1360,,,,Sacred Flame*,Tactile String*,Straight Fletching*,Causality Arrows*,Kill Tracker,Hasta Solari*,Ticuu's Divination Catalyst*,,,,,,,,
Retold Tale,346136302,"""6917529268809416214""",,Legendary,Shotgun,dreaming,Energy,Void,1600,,Range,2,Vault,true,false,4,13,,64,75,70,84,12,0,0,52,65,41,6,34,0,0,0,0,0,0,0,0,0,2,false,0,11,,,,Precision Frame*,Smallbore*,Full Choke,Appended Mag,Accurized Rounds*,Slideshot*,One-Two Punch*,Kill Tracker,Tier 2: Range*,Burnished Dreams*,,,,,
Bonechiller,4037745684,"""6917529278678750370""",,Legendary,Shotgun,europa,Energy,Void,1600,,Handling,2,Vault,false,false,4,12,,60,61,70,56,12,0,0,61,70,42,5,53,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Pinpoint Slug Frame*,Fluted Barrel*,Smallbore,Assault Mag*,Appended Mag,Triple Tap*,Dragonfly*,Kill Tracker,Radar Tuner*,Tier 2: Handling*,,,,,
Dire Promise,2742838701,"""6917529279406582969""",,Legendary,Hand Cannon,legendaryengram,KineticSlot,Kinetic,1600,,Stability,10,Vault,true,false,3,10,,84,93,84,47,14,0,0,62,140,49,11,72,0,0,0,0,0,0,0,0,0,10,false,0,0,field-forged,,,Adaptive Frame*,Fastdraw HCS*,SteadyHand HCS,Armor-Piercing Rounds*,Flared Magwell,Snapshot Sights*,Rangefinder*,Crucible Tracker,Targeting Adjuster*,Masterworked: Stability*,,,,,
Posterity,3281285075,"""6917529281014892155""",,Legendary,Hand Cannon,deepstonecrypt,Energy,Arc,1600,,Handling,2,Vault,false,false,4,12,,100,79,78,46,14,0,0,67,180,57,16,38,0,0,0,0,0,0,0,0,0,22,false,0,0,,,,Precision Frame*,Full Bore,Smallbore*,Appended Mag*,Flared Magwell,Reconstruction*,One for All*,Kill Tracker,Tier 2: Handling*,,,,,,
Code Duello,2496242052,"""6917529282901150999""",,Legendary,Rocket Launcher,battlegrounds,Power,Solar,1600,,Blast Radius,10,Vault,true,false,4,13,,67,62,0,0,20,100,47,78,15,35,1,79,0,0,0,0,0,0,0,0,0,3,false,0,1410,,,,High-Impact Frame*,Confined Launch,Smart Drift Control*,Alloy Casing,Impact Casing*,Field Prep*,Lasting Impression*,Kill Tracker,Boss Spec*,Masterworked: Blast Radius*,,,,,
Salvager's Salvo,2060863616,"""6917529285303906045""",,Legendary,Grenade Launcher,gunsmith,Energy,Arc,1810,,Handling,10,Warlock(1823),true,false,4,13,,75,70,0,0,13,100,80,36,90,70,1,95,0,0,0,0,0,0,0,0,0,2,false,0,151,,,,Lightweight Frame*,Quick Launch*,Spike Grenades*,Ambitious Assassin,Demolitionist*,Vorpal Weapon,Chain Reaction*,Crucible Tracker,Freehand Grip*,Masterworked: Handling*,Noble Constant Red*,Toxicology*,,,
Threaded Needle,3075224551,"""6917529292509004776""",,Legendary,Linear Fusion Rifle,battlegrounds,Power,Void,1600,,Range,5,Vault,true,false,4,13,,65,62,38,47,25,0,0,52,0,20,5,33,533,0,0,0,0,0,0,0,0,6,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Smallbore,Accelerated Coils*,Enhanced Battery,Clown Cartridge*,Dragonfly*,Kill Tracker,Tier 5: Range*,,,,,,
Succession,2990047042,"""6917529312252607410""",,Legendary,Sniper Rifle,deepstonecrypt,KineticSlot,Kinetic,1600,,Reload Speed,10,Vault,true,false,4,12,,80,48,90,96,50,0,0,23,72,45,4,30,0,0,0,0,0,0,0,0,0,4,false,0,485,,,,Aggressive Frame*,Hammer-Forged Rifling*,Smallbore,Accurized Rounds*,Alloy Magazine,Reconstruction*,Rampage*,Kill Tracker,Backup Mag*,Masterworked: Reload Speed*,,,,,
Sola's Scar,1313528549,"""6917529327344809975""",,Legendary,Sword,trials,Power,Solar,1600,,Impact,2,Vault,true,false,4,13,,0,0,59,0,0,0,0,0,0,0,66,0,0,0,0,50,80,0,0,40,0,0,false,0,0,,,,Caster Frame*,Enduring Blade*,Jagged Edge,Tempered Edge,Burst Guard*,Enduring Guard,Tireless Blade*,Assassin's Blade*,Kill Tracker,Tier 2: Impact*,,,,,
Prophet of Doom,4020742303,"""6917529328690843582""",,Legendary,Shotgun,gardenofsalvation,Energy,Arc,1810,,Range,10,Vault,true,false,3,8,,77,73,70,87,12,0,0,62,70,47,6,20,0,0,0,0,0,0,0,0,0,2,false,0,3,,,,Precision Frame*,Rifled Barrel*,Full Choke,Assault Mag*,Light Mag,Feeding Frenzy*,One-Two Punch*,Kill Tracker,Backup Mag*,Masterworked: Range*,,,,,
Divinity,4103414242,"""6917529328772998093""",,Exotic,Trace Rifle,gardenofsalvation,Energy,Arc,1800,,,,Vault,false,false,3,8,,100,100,6,67,16,0,0,100,1000,45,94,56,0,0,0,0,0,0,0,0,0,17,false,0,3,,,,Judgment*,Polygonal Rifling*,Particle Repeater*,Penance*,Composite Stock*,Kill Tracker,Atropos*,,,,,,,,
Tarrabah,3110698812,"""6917529330778017648""",,Exotic,Submachine Gun,,Energy,Solar,1600,,,,Vault,false,false,2,7,,100,40,22,58,15,0,0,30,720,35,31,40,0,0,0,0,0,0,0,0,0,23,false,0,0,tex-mechanica,,,Ravenous Beast*,Extended Barrel*,Armor-Piercing Rounds*,Bottomless Appetite*,Hand-Laid Stock*,Kill Tracker,,,,,,,,,
Igneous Hammer,2351180975,"""6917529331908094758""",,Legendary,Hand Cannon,trials,Energy,Solar,1600,,Stability,10,Vault,false,false,4,13,,95,74,92,80,14,0,0,55,120,30,9,37,0,0,0,0,0,0,0,0,0,23,false,0,25,,,,Aggressive Frame*,Extended Barrel,Hammer-Forged Rifling*,Ricochet Rounds*,Light Mag,Rapid Hit*,Rampage*,Crucible Tracker,Targeting Adjuster*,Masterworked: Stability*,Lunar Gloom*,,,,
Crowd Pleaser,3565520715,"""6917529335364160854""",,Legendary,Grenade Launcher,gambit,Power,Void,1600,,Reload Speed,10,Vault,true,false,4,12,,70,58,0,0,13,45,27,41,120,51,5,35,0,0,0,0,0,0,0,0,0,21,false,0,243,,,,Adaptive Frame*,Volatile Launch*,Confined Launch,Proximity Grenades*,Mini Frags,Genesis*,Thresh*,Crucible Tracker,Icarus Grip*,Masterworked: Reload Speed*,Bergusian Night*,,,,
The Chaperone,3413860062,"""6917529336157040329""",,Exotic,Shotgun,,KineticSlot,Kinetic,1600,,,,Vault,true,false,2,4,,50,70,75,100,12,0,0,30,70,30,6,80,0,0,0,0,0,0,0,0,0,1,false,0,94,tex-mechanica,,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,Crucible Tracker,The Panama Ravine*,,,,,,,,
The Prospector,3549153979,"""6917529337336315216""",,Exotic,Grenade Launcher,,Power,Arc,1600,,"Inventory Size, Blast Radius",10,Vault,false,false,1,1,,75,60,0,0,13,65,55,45,165,5,8,45,0,0,0,0,0,0,0,0,0,15,false,0,381,tex-mechanica,,,Excavation*,Volatile Launch*,Augmented Drum*,Full Auto Trigger System*,Hand-Laid Stock*,Kill Tracker,Prospector Catalyst*,,,,,,,,
Cryosthesia 77K,603721696,"""6917529350662922738""",,Exotic,Sidearm,,KineticSlot,Stasis,1800,,,10,Vault,true,false,4,14,,92,93,51,72,12,0,0,61,260,46,12,47,533,0,0,0,0,0,0,0,0,28,false,0,6,,,,LN2 Burst*,Polygonal Rifling*,Particle Repeater*,Liquid Cooling*,Polymer Grip*,Crucible Tracker,Deletion Protocol*,Cryosthesia 77K Catalyst*,,,,,,,
Truthteller,1946491241,"""6917529352545464692""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1600,,Blast Radius,10,Vault,true,false,3,11,,70,79,0,0,13,100,89,38,90,71,1,69,0,0,0,0,0,0,0,0,0,2,false,0,881,,,,Lightweight Frame*,Volatile Launch,Linear Compensator*,Disorienting Grenades,Implosion Rounds*,Auto-Loading Holster*,Demolitionist*,Kill Tracker,Minor Spec*,Masterworked: Blast Radius*,,,,,
Shayura's Wrath,3682803680,"""6917529354058817060""",,Legendary,Submachine Gun,trials,Energy,Void,1600,,Range,10,Vault,false,false,4,14,,100,65,25,79,15,0,0,44,600,24,29,17,0,0,0,0,0,0,0,0,0,25,false,0,33,,,,Precision Frame*,Corkscrew Rifling,Extended Barrel*,Appended Mag*,Extended Mag,Tunnel Vision*,Tap the Trigger*,Crucible Tracker,Targeting Adjuster*,Masterworked: Range*,,,,,
Null Composure,1644680957,"""6917529355931101219""",,Legendary,Fusion Rifle,gunsmith,Energy,Void,1600,,Range,10,Vault,true,false,4,14,,55,38,55,49,16,0,0,40,0,48,8,71,500,0,0,0,0,0,0,0,0,4,false,0,1640,,,,Rapid-Fire Frame*,Fluted Barrel*,Projection Fuse*,Feeding Frenzy*,Heating Up,Reservoir Burst*,High-Impact Reserves,Kill Tracker,Minor Spec*,Masterworked: Range*,,,,,
Sleeper Simulant,4036115577,"""6917529360401956335""",,Exotic,Linear Fusion Rifle,,Power,Solar,1806,,Charge Time,10,Vault,false,false,1,3,,65,57,41,59,25,0,0,54,0,44,4,40,774,0,0,0,0,0,0,0,0,9,false,0,357,,,,Dornröschen*,Polygonal Rifling*,Flared Magwell*,Moving Target*,Composite Stock*,Kill Tracker,Sleeper Simulant Catalyst*,Hypnopompic*,,,,,,,
Empty Vessel,4255586669,"""6917529361367128423""",,Legendary,Grenade Launcher,strikes,Energy,Solar,1600,,Velocity,10,Vault,true,false,4,14,,76,73,0,0,13,0,97,14,90,65,1,64,0,0,0,0,0,0,0,0,0,2,false,0,169,,,,Lightweight Frame*,Hard Launch*,Quick Launch,Disorienting Grenades*,Concussion Grenades,Auto-Loading Holster*,One for All*,Kill Tracker,Boss Spec*,Masterworked: Velocity*,Conflagrate*,,,,
Found Verdict,3197270240,"""6917529365283395863""",,Legendary,Shotgun,vaultofglass,Energy,Arc,1600,,Handling,4,Vault,true,false,4,14,,75,37,80,41,12,0,0,22,55,36,6,28,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Aggressive Frame*,Rifled Barrel*,Smallbore,Appended Mag*,Steady Rounds,Rewind Rounds*,Vorpal Weapon*,Kill Tracker,Backup Mag*,Tier 4: Handling*,,,,,
Chroma Rush,1119734784,"""6917529367730341316""",,Legendary,Auto Rifle,servitor,KineticSlot,Kinetic,1600,,Stability,1,Vault,true,false,4,14,,45,80,18,35,16,0,0,62,720,57,54,35,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling,Hammer-Forged Rifling*,Tactical Mag*,Alloy Magazine,Heating Up*,Rampage*,Kill Tracker,Tier 1: Stability*,,,,,,
Hezen Vengeance,4050645223,"""6917529368658554792""",,Legendary,Rocket Launcher,vaultofglass,Power,Solar,1600,,Velocity,10,Vault,true,false,4,14,,65,35,0,0,20,30,89,44,25,70,1,23,0,0,0,0,0,0,0,0,0,3,false,0,21,,,,Aggressive Frame*,Confined Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Overflow*,Vorpal Weapon*,Kill Tracker,Masterworked: Velocity*,,,,,,
Praedyth's Revenge,3653573172,"""6917529368744656960""",,Legendary,Sniper Rifle,vaultofglass,KineticSlot,Kinetic,1600,,Stability,10,Vault,false,false,4,14,,55,78,55,39,49,0,0,60,140,73,7,75,0,0,0,0,0,0,0,0,0,2,false,0,165,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Fluted Barrel,Tactical Mag*,Steady Rounds,Rewind Rounds*,Kill Clip*,Kill Tracker,Backup Mag*,Masterworked: Stability*,,,,,
Temptation's Hook,35794111,"""6917529376619125096""",,Legendary,Sword,contact,Power,Arc,1600,,Impact,1,Vault,true,false,3,11,,0,0,50,0,0,0,0,0,0,0,51,0,0,0,0,50,40,0,40,40,0,0,false,0,0,,,,Caster Frame*,Hungry Edge,Honed Edge,Jagged Edge*,Balanced Guard*,Burst Guard,Relentless Strikes*,Vorpal Weapon*,Kill Tracker,Tier 1: Impact*,,,,,
D.A.R.C.I.,3141979346,"""6917529376619128965""",,Exotic,Sniper Rifle,,Power,Arc,1600,,Stability,10,Vault,false,false,1,1,,100,60,55,40,40,0,0,95,140,40,7,80,0,0,0,0,0,0,0,0,0,90,false,0,373,,,,Personal Assistant*,Extended Barrel*,Extended Mag*,Target Acquired*,Short-Action Stock*,Kill Tracker,D.A.R.C.I. Catalyst*,,,,,,,,
PLUG ONE.1,1289000550,"""6917529381917411466""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1600,,Handling,3,Vault,true,false,4,14,,100,66,75,58,17,0,0,49,0,31,7,49,780,0,0,0,0,0,0,0,0,8,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Fluted Barrel,Accelerated Coils*,Projection Fuse,Heating Up*,Reservoir Burst*,Kill Tracker,Tier 3: Handling*,,,,,,
Fatebringer,2171478765,"""6917529387364424675""",,Legendary,Hand Cannon,vaultofglass,KineticSlot,Kinetic,1600,,Stability,1,Vault,true,false,4,14,,98,84,84,56,14,0,0,63,140,46,11,50,0,0,0,0,0,0,0,0,0,17,false,0,15,,,,Adaptive Frame*,Fluted Barrel,Full Bore*,Steady Rounds*,Alloy Magazine,Explosive Payload*,Firefly*,Kill Tracker,Minor Spec*,Tier 1: Stability*,,,,,
Shattered Cipher,2434225986,"""6917529390848843877""",,Legendary,Machine Gun,seasonpass,Power,Void,1600,,Range,3,Vault,true,false,4,14,,45,64,25,38,16,0,0,38,900,65,96,57,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Accurized Rounds*,Tactical Mag,Heating Up*,Rampage*,Kill Tracker,Backup Mag*,Tier 3: Range*,,,,,
Brass Attacks,2121785039,"""6917529406656956887""",,Legendary,Sidearm,battlegrounds,Energy,Void,1600,,Stability,10,Vault,false,false,4,13,,90,89,56,41,13,0,0,58,325,42,25,51,0,0,0,0,0,0,0,0,0,12,false,0,357,,,,Aggressive Burst*,Arrowhead Brake,Fluted Barrel*,Extended Mag,Flared Magwell*,Rapid Hit*,Dragonfly*,Kill Tracker,Minor Spec*,Masterworked: Stability*,,,,,
Lonesome,2199171672,"""6917529411052292930""",,Legendary,Sidearm,gambitprime,KineticSlot,Kinetic,1600,,Stability,3,Vault,true,false,3,11,,90,86,51,63,12,0,0,50,260,21,15,38,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Flared Magwell,Outlaw*,Kill Clip*,Kill Tracker,Tier 3: Stability*,,,,,,
Corrective Measure,471518543,"""6917529412544543177""",,Legendary,Machine Gun,vaultofglass,Power,Void,1600,,Reload Speed,4,Vault,true,false,4,14,,95,72,41,62,15,0,0,62,450,61,64,54,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Extended Barrel*,Full Bore,Tactical Mag*,Steady Rounds,Rewind Rounds*,Firefly*,Kill Tracker,Tier 4: Reload Speed*,,,,,,
Gridskipper,1621558458,"""6917529420574420969""",,Legendary,Pulse Rifle,servitor,Energy,Void,1600,,Reload Speed,10,Vault,true,false,4,14,,55,85,23,45,18,0,0,64,540,45,35,27,0,0,0,0,0,0,0,0,0,10,false,0,53,,,,Rapid-Fire Frame*,Polygonal Rifling,Smallbore*,Ricochet Rounds*,Flared Magwell,Heating Up*,High-Impact Reserves*,Crucible Tracker,Targeting Adjuster*,Masterworked: Reload Speed*,,,,,
Sojourner's Tale,599895591,"""6917529420946457620""",,Legendary,Shotgun,seasonpass,Energy,Solar,1600,,Reload Speed,4,Vault,true,false,4,14,,56,35,70,61,12,0,0,60,70,48,6,78,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Pinpoint Slug Frame*,Fluted Barrel*,Full Bore,Assault Mag*,Extended Mag,Threat Detector*,Surrounded*,Kill Tracker,Tier 4: Reload Speed*,,,,,,
False Promises,3143732432,"""6917529424807442235""",,Legendary,Auto Rifle,contact,KineticSlot,Kinetic,1600,,Handling,1,Vault,true,false,3,11,,86,52,33,77,20,0,0,34,360,38,36,41,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Corkscrew Rifling*,Polygonal Rifling,Appended Mag*,Flared Magwell,Subsistence*,Swashbuckler*,Kill Tracker,Tier 1: Handling*,,,,,,
Ignition Code,304659313,"""6917529427317939032""",,Legendary,Grenade Launcher,servitor,KineticSlot,Kinetic,1810,,Velocity,10,Titan(1821),true,false,4,14,,75,71,0,0,13,0,97,18,90,64,1,64,0,0,0,0,0,0,0,0,0,2,false,0,163,,,,Lightweight Frame*,Confined Launch,Hard Launch*,Disorienting Grenades*,Proximity Grenades,Slideshot*,Frenzy*,Kill Tracker,Major Spec*,Masterworked: Velocity*,Conflagrate*,,,,
Survivor's Epitaph,310708513,"""6917529428419938398""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1600,,Stability,1,Vault,true,false,4,14,,83,74,78,32,14,0,0,62,180,45,15,58,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,High-Caliber Rounds,Rapid Hit*,Kill Clip*,Kill Tracker,Tier 1: Stability*,,,,,,
Wishbringer,3356526253,"""6917529429550521439""",,Legendary,Shotgun,crucible,Energy,Solar,1600,,Reload Speed,2,Vault,true,false,3,11,,43,68,65,37,12,0,0,38,140,30,8,32,0,0,0,0,0,0,0,0,0,12,false,0,0,fotc,,,Rapid-Fire Frame*,Smallbore*,Full Choke,Extended Mag*,Light Mag,Slideshot*,Opening Shot*,Kill Tracker,Tier 2: Reload Speed*,Crucible Legacy*,,,,,
Crown-Splitter,2782325302,"""6917529437256761570""",,Legendary,Sword,legendaryengram,Power,Void,1600,,Impact,10,Vault,true,false,4,14,,0,0,80,0,0,0,0,0,0,0,42,0,0,0,0,10,70,0,60,0,0,0,false,0,135,,,,Aggressive Frame*,Honed Edge,Jagged Edge*,Tempered Edge,Heavy Guard*,Relentless Strikes*,Vorpal Weapon*,Kill Tracker,Boss Spec*,Masterworked: Impact*,Nectar Dynamo*,,,,
Borrowed Time,875848769,"""6917529438539529768""",,Legendary,Submachine Gun,gambit,Energy,Solar,1600,,Handling,10,Vault,false,false,4,14,,82,38,22,49,15,0,0,25,720,32,26,62,0,0,0,0,0,0,0,0,0,12,false,0,52,,,,Aggressive Frame*,Corkscrew Rifling,Smallbore*,Appended Mag,Light Mag*,Heating Up*,Rampage*,Kill Tracker,Masterworked: Handling*,,,,,,
The Last Dance,2009277538,"""6917529443579264069""",,Legendary,Sidearm,strikes,Energy,Arc,1600,,Handling,1,Vault,true,false,3,11,,97,75,75,29,12,0,0,89,491,28,33,68,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Omolon Adaptive Frame*,QuickDot SAS*,Target SAS,FarPoint SAS,Appended Mag*,Ricochet Rounds,Moving Target*,Rangefinder*,Kill Tracker,Tier 1: Handling*,,,,,
Lorentz Driver,3761898871,"""6917529444376118611""",,Exotic,Linear Fusion Rifle,,Energy,Void,1600,,,10,Vault,false,false,4,15,,100,22,41,38,25,0,0,52,0,28,6,40,533,0,0,0,0,0,0,0,0,1,false,0,4,,,,Lagrangian Sight*,Arrowhead Brake*,Enhanced Battery*,EM Anomaly*,Composite Stock*,Crucible Tracker,Stable Prototype*,Lorentz Driver*,,,,,,,
Shadow Price,2633186522,"""6917529445003304040""",,Legendary,Auto Rifle,nightfall,Energy,Arc,1600,,Reload Speed,3,Vault,true,false,4,13,,100,43,29,73,16,0,0,45,450,50,33,53,0,0,0,0,0,0,0,0,0,21,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Full Bore,Accurized Rounds*,Appended Mag,Overflow*,Thresh*,Kill Tracker,Tier 3: Reload Speed*,,,,,,
Servant Leader,1107446438,"""6917529450804234253""",,Legendary,Scout Rifle,gambit,KineticSlot,Kinetic,1800,,Handling,10,Vault,true,false,4,15,,64,67,45,44,26,0,0,42,260,29,17,18,0,0,0,0,0,0,0,0,0,10,false,0,174,,,,Rapid-Fire Frame*,Corkscrew Rifling,Extended Barrel*,Accurized Rounds*,Appended Mag,Rapid Hit*,Rampage*,Kill Tracker,Masterworked: Handling*,,,,,,
Occluded Finality,852551895,"""6917529462073181946""",,Legendary,Sniper Rifle,ironbanner,Energy,Arc,1600,,Handling,3,Vault,false,false,4,14,,100,47,90,80,58,0,0,39,72,34,3,43,0,0,0,0,0,0,0,0,0,3,false,0,0,suros,,,Aggressive Frame*,Arrowhead Brake*,Full Bore,Ricochet Rounds*,Flared Magwell,Snapshot Sights*,Opening Shot*,Kill Tracker,Tier 3: Handling*,,,,,,
Iota Draconis,3044460004,"""6917529471445849938""",,Legendary,Fusion Rifle,lost,Energy,Solar,1600,,Handling,10,Vault,true,false,4,15,,73,59,95,71,15,0,0,14,0,17,5,27,960,0,0,0,0,0,0,0,0,4,false,0,0,,,,High-Impact Frame*,Arrowhead Brake,Full Bore*,Particle Repeater,Projection Fuse*,Under Pressure*,High-Impact Reserves*,Kill Tracker,Masterworked: Handling*,,,,,,
Eternity's Edge,2782325301,"""6917529471637562455""",,Legendary,Sword,legendaryengram,Power,Solar,1600,,Impact,10,Vault,true,false,4,14,,0,0,68,0,0,0,0,0,0,0,58,0,0,0,0,20,40,0,100,40,0,0,false,0,155,,,,Vortex Frame*,Hungry Edge,Enduring Blade,Jagged Edge*,Infinite Guard*,Relentless Strikes*,Surrounded*,Kill Tracker,Boss Spec*,Masterworked: Impact*,,,,,
Ager's Scepter,1833195496,"""6917529471661889994""",,Exotic,Trace Rifle,,KineticSlot,Stasis,1800,,,10,Vault,false,false,4,15,,100,100,6,69,16,0,0,99,1000,55,97,62,0,0,0,0,0,0,0,0,0,15,false,0,4244,,,,Ager's Call*,Arrowhead Brake*,Particle Repeater*,Rega's Refrain*,Hand-Laid Stock*,Kill Tracker,Ager's Scepter Catalyst*,,,,,,,,
Stochastic Variable,2272470786,"""6917529473636237580""",,Legendary,Submachine Gun,legendaryengram,Energy,Arc,1600,,Handling,2,Vault,true,false,4,14,,95,52,15,45,14,0,0,52,900,27,36,52,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Lightweight Frame*,Full Bore,Smallbore*,Appended Mag,Armor-Piercing Rounds,Ricochet Rounds*,Surplus*,Wellspring*,Kill Tracker,Tier 2: Handling*,,,,,
Vulpecula,1622998472,"""6917529474818913056""",,Legendary,Hand Cannon,lost,KineticSlot,Stasis,1600,,Range,1,Vault,true,false,4,15,,97,69,78,40,14,0,0,65,180,62,13,29,0,0,0,0,0,0,0,0,0,10,false,0,2,,,,Precision Frame*,Corkscrew Rifling,Smallbore*,Tactical Mag*,Flared Magwell,Shoot to Loot*,Explosive Payload*,Kill Tracker,Major Spec*,Tier 1: Range*,,,,,
Main Ingredient,253196586,"""6917529475898434916""",,Legendary,Fusion Rifle,strikes,Energy,Arc,1600,,Stability,10,Vault,true,false,3,11,,73,50,80,78,17,0,0,45,0,24,5,38,780,0,0,0,0,0,0,0,0,4,false,0,0,fotc,,,Precision Frame*,Cleanshot IS,Hitmark IS,Red Dot Micro*,Particle Repeater,Projection Fuse*,Under Pressure*,Tap the Trigger*,Crucible Tracker,Targeting Adjuster*,Masterworked: Stability*,Nectar Dynamo*,,,
Reed's Regret,1399243961,"""6917529478886968990""",,Legendary,Linear Fusion Rifle,trials,Power,Stasis,1600,,Range,4,Vault,true,false,4,15,,76,66,44,54,25,0,0,53,0,28,6,36,533,0,0,0,0,0,0,0,0,14,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Full Bore,Liquid Coils*,Particle Repeater,Killing Wind*,Adagio*,Kill Tracker,Tier 4: Range*,,,,,,
Canis Major,2066434718,"""6917529481051364986""",,Legendary,Grenade Launcher,lost,Power,Solar,1810,,Blast Radius,10,Vault,true,false,4,15,,69,30,0,0,13,20,42,39,150,22,5,20,0,0,0,0,0,0,0,0,0,6,false,0,5,,PvP,,Rapid-Fire Frame*,Confined Launch*,Quick Launch,Proximity Grenades*,Mini Frags,Impulse Amplifier*,Chain Reaction*,Crucible Tracker,Quick Access Sling*,Masterworked: Blast Radius*,,,,,
Fractethyst,3184681056,"""6917529485193902518""",,Legendary,Shotgun,seasonpass,KineticSlot,Stasis,1600,,Handling,10,Vault,true,false,4,15,,75,72,70,82,12,0,0,45,65,50,5,36,0,0,0,0,0,0,0,0,0,17,false,0,0,,,,Precision Frame*,Rifled Barrel*,Smallbore,Extended Mag,Accurized Rounds*,Quickdraw*,Opening Shot*,Crucible Tracker,Icarus Grip*,Masterworked: Handling*,,,,,
Wolftone Draw,3472875143,"""6917529486776734585""",,Legendary,Combat Bow,lost,Energy,Arc,1800,,Stability,10,Vault,false,false,4,15,,73,68,76,0,18,0,0,42,0,40,0,55,0,648,83,0,0,0,0,0,0,10,false,0,1174,,,,Precision Frame*,Agile Bowstring,Polymer String*,Compact Arrow Shaft,Straight Fletching*,Shoot to Loot*,Dragonfly*,Kill Tracker,Masterworked: Stability*,,,,,,
IKELOS_SG_v1.0.2,1096206669,"""6917529489820402574""",,Legendary,Shotgun,dungeon,Energy,Solar,1600,,Handling,2,Vault,true,false,3,11,,79,72,65,34,12,0,0,42,140,61,8,41,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Fluted Barrel,Appended Mag*,Tactical Mag,Threat Detector*,Surrounded*,Kill Tracker,Tier 2: Handling*,,,,,,
